filename,true_label,predicted_label,correct,confidence,prob_BA,prob_BHA,prob_CHA,prob_CHHA,prob_DA,prob_DAA,prob_DHA,prob_DHAA,prob_D_SHA,prob_GA,prob_GHA,prob_GYA,prob_HA,prob_JA,prob_JHA,prob_KA,prob_KHA,prob_KSHA,prob_LA,prob_MA,prob_M_SHA,prob_NA,prob_NAA,prob_NGA,prob_PA,prob_PHA,prob_RA,prob_TA,prob_TAA,prob_THA,prob_THAA,prob_TRA,prob_T_SHA,prob_WA,prob_YA,prob_YAN
KHA_7_aug_11.npz,KHA,YAN,False,0.9559672,9.107557e-09,9.244371e-08,1.8490235e-05,1.4455974e-09,0.023600034,1.9454829e-07,3.5423713e-07,5.4192083e-06,9.516736e-05,5.752184e-05,3.244866e-06,0.00023465809,5.719374e-07,0.00022309042,0.0038551444,8.6250424e-07,0.0150406575,1.812895e-05,3.9105295e-08,4.145638e-08,0.00020955587,4.2018505e-07,3.3835604e-05,1.4729262e-07,1.2727876e-12,1.6849593e-10,1.3865022e-07,3.2126374e-11,1.2538085e-11,1.9658302e-13,3.159623e-11,0.00063283474,5.689101e-07,6.980969e-09,1.6325223e-06,0.9559672
WA_26_aug_15.npz,WA,YA,False,0.944579,0.00019719372,8.223029e-06,1.8855111e-07,5.770219e-07,4.7934887e-09,4.221661e-06,1.2806998e-11,8.942818e-13,4.602509e-05,1.026933e-09,4.687565e-14,4.191797e-06,1.2041568e-12,4.367569e-09,1.605791e-05,2.0367324e-10,4.475759e-09,0.00014018633,3.6454054e-10,0.00032979954,1.1591375e-09,7.60834e-09,4.8562293e-10,2.0829047e-07,6.0249434e-08,6.2389417e-12,7.750267e-09,1.495484e-06,1.6690942e-09,2.0478428e-09,8.255884e-11,0.00038917054,1.7621106e-06,0.054281615,0.944579,6.239752e-08
LA_15_aug_13.npz,LA,HA,False,0.9124174,1.4182552e-05,4.3495936e-09,1.3745559e-07,0.040018044,8.8844374e-08,3.089716e-06,2.4100577e-10,0.0054523787,2.0142271e-07,4.131852e-08,0.006113477,3.0734635e-14,0.9124174,0.0004954618,1.4584891e-08,4.2258037e-08,4.5574805e-10,4.8148326e-07,0.035477936,7.754166e-09,3.7850695e-11,5.7720683e-08,9.678391e-11,5.956232e-13,4.7580506e-06,2.5149858e-09,2.689138e-09,1.0455623e-09,3.6348387e-09,3.9326008e-07,7.5466164e-07,2.0682815e-09,1.009019e-06,1.4085367e-09,9.432019e-11,7.052614e-10
NA_18_aug_12.npz,NA,NAA,False,0.9089331,1.9269344e-06,6.204247e-10,6.7389383e-10,7.874592e-06,2.1623586e-05,3.4101632e-07,0.046423916,1.7211865e-05,1.0760046e-09,7.3514784e-08,6.0817612e-05,2.3212408e-06,2.645596e-08,7.908424e-07,2.9586167e-07,1.2394935e-07,2.8363565e-06,3.4934526e-08,5.5028837e-12,8.140076e-08,6.6418434e-06,0.0444568,0.9089331,1.1901113e-05,4.5156385e-09,3.5276785e-06,4.2696414e-05,1.3259181e-10,3.973679e-07,3.0004858e-07,4.837002e-07,9.192437e-09,5.5163647e-09,4.3942725e-09,5.478217e-10,3.885312e-06
GHA_4_aug_10.npz,GHA,HA,False,0.907604,5.1741327e-09,4.8708312e-08,4.026108e-09,5.4416255e-06,1.9467066e-06,9.465931e-06,2.6471987e-09,0.024449497,6.635069e-09,5.8090936e-06,0.067081496,2.219558e-14,0.907604,3.4366036e-05,9.4873724e-07,1.7350683e-06,2.329606e-07,9.714545e-07,0.0007634592,5.933165e-10,2.1803481e-09,8.4062885e-06,7.601517e-09,3.312327e-14,1.0041565e-06,1.827433e-08,1.5170859e-06,2.2162615e-11,1.8644455e-09,9.3898656e-08,1.6597944e-05,8.666579e-09,1.2824173e-05,2.034242e-10,6.582244e-12,8.815866e-08
CHA_18_aug_15.npz,CHA,LA,False,0.8973831,3.0287022e-06,2.7833981e-05,0.09287261,1.167593e-06,3.3564726e-10,1.04321645e-08,1.8621323e-06,0.008650855,7.664718e-06,1.140004e-10,0.00030094088,8.022641e-08,0.00070429244,1.103383e-08,5.2554288e-08,1.436831e-08,4.7556896e-11,5.124696e-08,0.8973831,5.6984613e-06,1.3774233e-09,6.9529754e-10,8.583016e-09,7.300457e-06,9.022391e-07,1.2672833e-08,1.758489e-08,2.1061628e-07,2.0067173e-05,6.9922145e-08,7.67e-09,2.8318685e-09,1.2039678e-05,4.923399e-09,1.5365403e-07,1.5575292e-10
YAN_18_aug_15.npz,YAN,JA,False,0.88597125,9.365509e-08,3.721684e-12,1.2256292e-05,5.07314e-05,0.0001882764,5.910863e-09,2.811706e-06,0.000110195615,0.00019942642,8.871599e-07,0.00016245988,4.969082e-06,0.00023206657,0.88597125,2.6234613e-06,1.3127795e-05,1.9959452e-05,1.9293802e-06,4.409582e-06,1.685032e-10,0.00047794858,2.9196405e-08,4.4115986e-05,2.1172208e-07,1.3171949e-09,3.9638367e-06,1.821154e-11,7.8008095e-12,1.5103154e-09,7.14301e-13,4.5568098e-11,1.9567008e-06,6.185213e-10,4.419982e-11,8.5660234e-09,0.112494275
KSHA_8_aug_11.npz,KSHA,TRA,False,0.8785574,1.5869484e-05,2.7371726e-07,2.0539045e-07,2.4705228e-06,4.000942e-05,0.011809852,2.947958e-11,3.191586e-10,0.0001923816,0.0024709366,5.8660805e-11,0.00012294328,1.1637387e-09,3.2276898e-06,0.00082962785,1.5239724e-06,0.012114567,0.072638154,1.3189629e-09,5.2729224e-06,2.0451278e-06,8.0662625e-07,3.277987e-08,9.2846584e-08,1.9360108e-08,1.1767789e-12,8.541979e-09,1.9083505e-05,1.2259471e-10,4.3838613e-09,2.23718e-08,0.8785574,6.2366325e-07,0.0046135713,0.010239697,0.0063194414
BHA_15_aug_03.npz,BHA,MA,False,0.87300926,0.026662502,0.09921943,6.2197145e-08,1.5842517e-06,1.5674709e-06,1.4743322e-06,1.1315519e-08,1.672019e-08,4.230741e-07,6.9017275e-08,1.5657863e-09,3.030835e-09,1.8702444e-09,1.3916401e-10,2.1277142e-08,3.3720437e-07,1.3076354e-08,3.2614673e-06,1.9792414e-07,0.87300926,1.4488098e-08,3.0137674e-08,6.114686e-08,1.100765e-09,2.4915997e-05,3.492912e-08,0.00035692067,1.1666403e-09,1.6283101e-06,9.362854e-10,1.6680844e-05,4.756065e-09,2.491843e-06,3.2127912e-07,0.0006965724,7.423985e-09
CHA_8_aug_01.npz,CHA,NGA,False,0.8720448,2.7831925e-07,2.4161733e-07,0.08413128,3.8489183e-08,5.7228595e-09,2.0760653e-09,0.039527625,0.0007270474,2.0792309e-06,4.5745057e-12,2.8074675e-05,0.0025072363,6.23433e-08,4.3382298e-09,3.031192e-06,4.1215395e-10,2.3563734e-10,2.159594e-09,6.596257e-05,6.436858e-07,3.8869416e-08,3.2576188e-06,0.00050155004,0.8720448,1.1334554e-09,3.0378246e-08,6.847358e-08,4.3591695e-05,0.0004058915,3.0276067e-06,8.633929e-11,2.5779814e-08,3.5391752e-06,2.0461003e-07,3.9417432e-07,7.4070994e-10
BA_7_aug_01.npz,BA,CHHA,False,0.86192286,0.13761169,2.6591846e-07,1.7762278e-06,0.86192286,4.064978e-09,4.786521e-08,3.9507803e-08,5.8238567e-07,1.1274289e-05,8.727341e-11,2.2151296e-07,1.6917061e-09,5.2276337e-06,0.000109781235,5.2166865e-10,1.0065947e-08,5.5753514e-12,5.572378e-07,3.9302453e-05,0.00024289642,1.2419162e-09,4.2433066e-09,2.6095936e-08,3.674422e-08,4.606163e-05,3.194176e-07,9.938528e-09,2.3110007e-09,2.8126877e-07,2.0110834e-08,3.6991953e-08,5.3203275e-10,2.39685e-08,2.095875e-07,6.520131e-06,1.0002172e-09
YAN_9_aug_13.npz,YAN,YA,False,0.86032206,0.0015155146,2.4158708e-05,0.0006557786,5.826325e-06,5.2674022e-06,3.0683448e-05,1.9843006e-10,4.901646e-10,0.0071947747,1.2099547e-05,2.384509e-11,0.007896283,6.5058864e-10,1.02093045e-05,0.00024471903,1.6136868e-06,0.00037850864,0.004464675,6.4199537e-07,0.002103572,4.6438472e-05,6.6776085e-10,2.1739371e-08,4.9622454e-06,2.8742917e-08,1.635766e-10,7.065576e-10,5.243255e-06,3.3416137e-09,2.3005549e-11,2.2591037e-10,0.10081664,5.1153785e-07,0.0012762259,0.86032206,0.012983551
YA_3_aug_03.npz,YA,BA,False,0.85460895,0.85460895,5.4570442e-05,1.9642097e-07,0.0040585054,9.718546e-10,1.0463364e-07,3.844938e-10,4.6376923e-11,3.4284517e-06,5.851402e-10,3.0484521e-12,5.9975555e-08,4.3954538e-11,5.176084e-09,1.6605459e-10,2.2761807e-08,1.6825667e-10,2.7886383e-06,4.3964164e-08,0.13931124,5.158934e-09,8.361176e-11,5.162133e-09,1.8957719e-08,4.249535e-06,5.9971286e-09,8.359255e-09,3.023632e-09,6.564337e-08,8.203633e-11,1.7312802e-08,1.4697696e-08,1.4741769e-09,1.4400422e-06,0.0019541252,3.1964682e-09
