filename,true_label,predicted_label,correct,confidence,prob_BA,prob_BHA,prob_CHA,prob_CHHA,prob_DA,prob_DAA,prob_DHA,prob_DHAA,prob_D_SHA,prob_GA,prob_GHA,prob_GYA,prob_HA,prob_JA,prob_JHA,prob_KA,prob_KHA,prob_KSHA,prob_LA,prob_MA,prob_M_SHA,prob_NA,prob_NAA,prob_NGA,prob_PA,prob_PHA,prob_RA,prob_TA,prob_TAA,prob_THA,prob_THAA,prob_TRA,prob_T_SHA,prob_WA,prob_YA,prob_YAN
CHA_4_aug_09.npz,CHA,GHA,False,0.8343957,0.0003654451,0.0011222737,0.030739367,2.7248154e-05,9.072792e-06,5.560293e-05,0.0027070434,0.07342812,0.00015884153,0.0007778242,0.8343957,0.0005572673,0.0015826876,3.868543e-05,1.7187753e-05,2.3989422e-05,8.326079e-05,9.533823e-05,0.00022928722,0.001673137,2.6930293e-05,6.136761e-05,0.047481082,7.806656e-05,0.00012861822,2.5306002e-05,0.0006170775,0.0011371804,3.310095e-05,2.8967885e-05,6.414224e-05,4.121657e-05,0.0005371921,0.00016698524,0.0011595561,0.00032578292
DHAA_5_aug_13.npz,DHAA,NAA,False,0.76397,0.00086824084,0.00073359336,0.0063358233,0.00019753138,2.3483035e-06,8.040551e-06,0.0063293437,0.09635563,0.00016208726,0.00075253577,0.11163717,0.00042252458,0.002987816,1.2355651e-05,7.721667e-06,3.8636863e-06,2.1342401e-05,2.790064e-05,0.00072073727,0.002625129,3.188931e-05,5.5742214e-05,0.76397,2.1438524e-05,0.00050696224,8.952987e-06,0.0011472419,0.0016283849,3.2901037e-06,7.2201445e-05,2.9136212e-05,2.0768925e-05,0.00058027334,0.00030326453,0.0012923636,0.000116241594
THA_17_aug_03.npz,THA,TA,False,0.756978,8.521172e-07,2.114098e-05,0.0003719539,6.0320554e-06,0.00012842767,0.00075806835,0.0007486503,0.00025290222,5.7566835e-06,0.0020797388,0.00022328272,0.00020543362,0.00029118516,9.179804e-06,2.930855e-05,0.0010587121,0.0001556903,0.0112785725,4.292846e-05,6.270712e-06,0.0014495411,0.0006276115,3.640248e-05,5.892961e-05,0.005937883,0.00015807107,0.0002541703,0.756978,3.5391924e-05,0.203526,0.0009294871,0.003068958,6.9115755e-05,0.0035377631,0.00037581334,0.0052827816
NAA_25_aug_10.npz,NAA,GHA,False,0.7485084,0.00045881505,0.0012493689,0.027948558,0.0006170844,9.161475e-05,0.00049045304,0.018116118,0.0274128,0.0020412346,0.0065801363,0.7485084,0.001363148,0.000355729,0.00013478844,7.463528e-05,0.00013097814,0.00071494584,0.00024243622,0.0004200147,0.0011019413,1.3382672e-05,0.0010850145,0.15102097,1.7026696e-05,0.0006127302,4.2700565e-05,0.0007724667,0.004160635,0.00044961757,5.2487547e-05,0.0004198705,4.719554e-05,0.00037438967,0.00010056089,0.00090051506,0.0018771524
DHAA_13_aug_12.npz,DHAA,TA,False,0.73568535,0.0039233235,0.013931063,0.0005162239,0.009777942,0.00026229766,0.0004447012,0.0003862968,0.011828451,0.0023146274,0.028580187,0.012187342,0.0022225445,0.0022062026,6.305836e-05,5.6508386e-05,0.00053339446,0.00028983728,0.000720985,7.498985e-05,0.005439404,0.00017229802,0.00042951206,0.002340237,1.6886956e-05,0.087832116,0.00012742708,0.011352703,0.73568535,0.000103652324,0.027843796,0.0023352788,0.00092571595,0.007900584,0.000107884916,0.0059975726,0.021069584
PHA_11_aug_10.npz,PHA,CHA,False,0.72228795,0.00033165456,0.0011850764,0.72228795,0.00045510812,0.00026184932,0.00041618466,0.078217,0.016692193,0.00050327065,0.0013139247,0.023083696,0.0025577068,0.010921257,0.0037774236,0.0003147943,0.00080818724,0.0009613933,0.00025918696,0.01129585,0.00072817126,0.013856826,0.00069132866,0.057970457,0.028072026,0.0003817741,0.012746343,0.0024013226,0.0005687772,0.00171848,0.00069279684,0.0004490726,0.00041097993,0.0007817634,0.0014343001,0.0013775263,7.439929e-05
DHAA_5_aug_19.npz,DHAA,NAA,False,0.71497196,0.0011822806,0.000824883,0.005876935,0.00029995956,4.732623e-06,1.6516604e-05,0.0080850525,0.14381428,0.0001941574,0.0004884446,0.104508236,0.00086654664,0.0060960595,2.765272e-05,1.6059576e-05,5.6357317e-06,4.3442767e-05,6.6224304e-05,0.002330101,0.0037218917,4.8862697e-05,9.1739705e-05,0.71497196,5.0320872e-05,0.00047236303,1.9370176e-05,0.0012536085,0.0012694603,4.4806166e-06,6.9345515e-05,3.5860576e-05,5.9934788e-05,0.0006733317,0.0006919965,0.0016574736,0.00016084353
KSHA_8_aug_15.npz,KSHA,TRA,False,0.70091426,2.3731911e-06,5.4796405e-05,0.00015420605,3.4216362e-05,7.71505e-05,0.023315797,0.000108096174,0.00013856043,2.1097307e-05,0.0001123316,4.5361794e-05,0.0012470047,9.662429e-05,4.909733e-06,1.1970822e-05,0.0010437283,0.0001808398,0.1703385,4.0728104e-05,4.6047193e-05,3.3000528e-05,0.00012348242,3.6673355e-05,0.00024188388,0.011693435,4.717416e-05,0.00012497816,0.005833796,0.0008332771,0.055848513,0.0034533374,0.70091426,0.00027597835,0.0023542955,0.0009764432,0.020135147
KSHA_3_aug_18.npz,KSHA,YAN,False,0.69303316,6.119461e-05,0.0006773112,0.0014702529,0.0003339537,0.00070934615,0.00083080574,0.0031269668,0.002619792,0.00033554257,0.0019168315,0.0023501532,0.0010940214,0.0010529903,0.00020009773,0.0007873972,0.0021432415,0.005714795,0.13350272,0.00029513866,0.00030236828,0.00015809873,0.00030061023,0.003382367,0.0004477497,0.012664778,3.840799e-05,0.0004360748,0.11590663,9.762145e-05,0.0006553116,0.0011111061,0.009450713,0.00062511256,0.00078937015,0.001377952,0.69303316
NAA_25_aug_20.npz,NAA,GHA,False,0.6870349,0.00029480504,0.00082273426,0.04895628,0.0005983376,0.00020432004,0.0005442193,0.033695843,0.035863288,0.0020096444,0.0076494874,0.6870349,0.0014388651,0.0006993288,0.0004869512,0.00020439448,0.0003221132,0.0016115061,0.00034977746,0.0007729076,0.0006118318,5.2536914e-05,0.0019351708,0.16439685,5.7144025e-05,0.0005477992,0.00013599594,0.00065523916,0.003624921,0.00072525843,4.974446e-05,0.00057554134,8.5666106e-05,0.0003147877,0.000116784555,0.0007272614,0.0018277771
